"surface water age (days)";"initial pH (-)";"initial EC (microS/cm)";"initial turbidity (NTU)";"flocculant age (days)";"Husk removed?";"saline Molarity (mol/l)";"filtered?";"floc dose (mg/l)";"stirring speed coagulation phase (rpm)";"duration coagulation phase (min)";"stirring speed flocculation phase (rpm)";"duration flocculation phase (min)";"stirring speed sedimentation phase (rpm)";"duration sedimentation phase (min)";"final pH (-)";"final EC (microS/cm)";"final turbidity (NTU)";"performance"
3.00;9.60;315;131;0.00;0;0;1;100;100;1;25;15;0;30;9.10;443.00;29;0.77
3.00;9.60;315;131;0.00;0;0;1;150;100;1;25;15;0;30;8.90;509.00;23;0.82
3.00;9.60;315;131;0.00;0;0;1;200;100;1;25;15;0;30;8.60;562.00;22;0.83
3.00;9.60;315;131;0.00;0;0;1;250;100;1;25;15;0;30;8.30;633.00;17;0.87
3.00;9.60;315;131;0.00;0;0;1;300;100;1;25;15;0;30;7.90;709.00;12;0.90
3.00;9.60;315;131;0.00;0;0;1;0;100;1;25;15;0;30;9.30;314.00;50;0.61
1.00;8.30;727;150;0.00;0;0;1;100;100;1;20;15;0;45;8.30;739.00;22;0.85
1.00;8.30;727;150;0.00;0;0;1;150;100;1;20;15;0;45;8.20;742.00;23;0.84
1.00;8.30;727;150;0.00;0;0;1;200;100;1;20;15;0;45;8.20;747.00;24;0.84
1.00;8.30;727;150;0.00;0;0;1;250;100;1;20;15;0;45;8.20;744.00;25;0.83
1.00;8.30;727;150;0.00;0;0;1;300;100;1;20;15;0;45;8.20;752.00;26;0.82
1.00;8.30;727;150;0.00;0;0;1;0;100;1;20;15;0;45;8.30;731.00;23;0.84
1.00;8.30;727;150;0.00;0;0;1;100;100;1;25;15;0;30;8.30;857.00;11;0.92
1.00;8.30;727;150;0.00;0;0;1;150;100;1;25;15;0;30;8.20;913.00;9;0.94
1.00;8.30;727;150;0.00;0;0;1;200;100;1;25;15;0;30;8.20;978.00;7;0.95
1.00;8.30;727;150;0.00;0;0;1;250;100;1;25;15;0;30;8.20;1029.00;9;0.94
1.00;8.30;727;150;0.00;0;0;1;300;100;1;25;15;0;30;8.10;1105.00;9;0.94
1.00;8.30;727;150;0.00;0;0;1;0;100;1;25;15;0;30;8.30;731.00;23;0.84
0.00;8.50;409;139;0.00;0;0;1;20;200;1;30;25;0;30;7.70;416.00;64;0.53
0.00;8.50;409;139;0.00;0;0;1;40;200;1;30;25;0;30;8.30;418.00;74;0.46
0.00;8.50;409;139;0.00;0;0;1;60;200;1;30;25;0;30;8.30;418.00;80;0.42
0.00;8.50;409;139;0.00;0;0;1;80;200;1;30;25;0;30;8.30;417.00;84;0.39
0.00;8.50;409;139;0.00;0;0;1;100;200;1;30;25;0;30;8.20;413.00;95;0.31
0.00;8.50;409;139;0.00;0;0;1;0;200;1;30;25;0;30;8.40;419.00;54;0.61
1.00;8.50;409;139;0.00;0;0;1;40;200;1;30;25;0;30;8.30;663.00;63;0.54
1.00;8.50;409;139;0.00;0;0;1;60;200;1;30;25;0;30;8.30;769.00;68;0.51
1.00;8.50;409;139;0.00;0;0;1;80;200;1;30;25;0;30;8.30;925.00;72;0.48
0.00;8.40;427;103;0.00;0;0;0;20;100;1;20;15;0;45;8.20;422.00;54;0.47
0.00;8.40;427;103;0.00;0;0;0;50;100;1;20;15;0;45;8.20;420.00;55;0.46
0.00;8.40;427;103;0.00;0;0;0;100;100;1;20;15;0;45;8.20;419.00;55;0.46
0.00;8.40;427;103;0.00;0;0;0;150;100;1;20;15;0;45;8.20;419.00;55;0.46
0.00;8.40;427;103;0.00;0;0;0;200;100;1;20;15;0;45;8.10;418.00;58;0.43
0.00;8.40;427;103;0.00;0;0;0;0;100;1;20;15;0;45;8.40;421.00;48;0.53
19.00;8.40;749;134;0.00;0;0;1;20;100;1;20;15;0;45;8.20;755.00;11;0.91
19.00;8.40;749;134;0.00;0;0;1;60;100;1;20;15;0;45;8.20;746.00;15;0.88
19.00;8.40;749;134;0.00;0;0;1;100;100;1;20;15;0;45;8.20;751.00;14;0.89
19.00;8.40;749;134;0.00;0;0;1;200;100;1;20;15;0;45;8.20;750.00;11;0.91
15.00;8.50;409;139;0.00;0;0;0;50;100;1;20;15;0;45;8.40;425.00;63;0.54
15.00;8.50;409;139;0.00;0;0;0;100;100;1;20;15;0;45;8.40;423.00;60;0.56
15.00;8.50;409;139;0.00;0;0;0;150;100;1;20;15;0;45;8.40;422.00;60;0.56
4.00;8.70;405;142;0.00;0;0;1;200;50;1;20;15;0;45;7.60;765.00;16;0.88
4.00;8.70;405;142;0.00;0;0;1;200;50;1;20;15;0;45;7.40;781.00;7;0.95
4.00;8.70;405;142;0.00;0;0;1;200;50;1;20;15;0;45;7.20;761.00;5;0.96
4.00;8.70;405;142;0.00;0;0;1;200;50;1;20;15;0;45;7.00;802.00;6;0.95
4.00;8.70;405;142;0.00;0;0;1;200;50;1;20;15;0;45;6.90;833.00;8;0.94
0.00;6.70;446;139;0.00;0;0;1;200;100;1;20;15;0;45;6.60;899.00;43;0.69
0.00;6.70;446;139;0.00;0;0;1;200;100;1;20;15;0;45;6.50;921.00;44;0.68
0.00;6.70;446;139;0.00;0;0;1;200;100;1;20;15;0;45;6.40;931.00;43;0.69
0.00;6.70;446;139;0.00;0;0;1;200;100;1;20;15;0;45;6.40;957.00;46;0.66
0.00;6.70;446;139;0.00;0;0;1;200;100;1;20;15;0;45;6.30;970.00;44;0.68
0.00;8.30;465;170;0.00;0;0;1;200;100;1;20;60;0;45;7.40;854.00;3;0.98
0.00;8.30;465;170;0.00;0;0;1;200;100;1;20;60;0;45;7.10;859.00;5;0.97
0.00;8.30;465;170;0.00;0;0;1;200;100;1;20;60;0;45;6.90;877.00;7;0.95
0.00;8.30;465;170;0.00;0;0;1;200;100;1;20;60;0;45;6.80;892.00;9;0.94
1.00;8.60;524;149;1.00;0;0;1;200;100;1;20;90;0;45;7.60;842.00;8;0.94
1.00;8.60;524;149;1.00;0;0;1;200;100;1;20;90;0;45;7.40;831.00;3;0.97
1.00;8.60;524;149;1.00;0;0;1;200;100;1;20;90;0;45;7.10;845.00;4;0.97
1.00;8.60;524;149;1.00;0;0;1;200;100;1;20;90;0;45;6.90;849.00;5;0.96
1.00;8.60;524;149;1.00;0;0;1;200;100;1;20;90;0;45;6.80;867.00;8;0.94
1.00;8.30;411;150;0.00;0;0;1;200;100;1;20;120;0;45;8.00;790.00;8;0.94
1.00;8.30;411;150;0.00;0;0;1;200;100;1;20;120;0;45;7.70;813.00;2;0.98
1.00;8.30;411;150;0.00;0;0;1;200;100;1;20;120;0;45;7.60;836.00;2;0.98
1.00;8.30;411;150;0.00;0;0;1;200;100;1;20;120;0;45;7.50;840.00;3;0.98
1.00;8.30;411;150;0.00;0;0;1;200;100;1;20;120;0;45;7.20;858.00;3;0.98
16.00;8.60;420;158;;0;0;0;0;100;1;20;15;0;45;3.10;927.00;4;0.97
16.00;8.60;420;158;;0;0;0;0;100;1;20;15;0;45;5.80;597.00;5;0.96
16.00;8.60;420;158;;0;0;0;0;100;1;20;15;0;45;6.50;498.00;4;0.97
16.00;8.60;420;158;;0;0;0;0;100;1;20;15;0;45;7.40;453.00;4;0.97
0.00;8.20;404;141;-2.00;0;0;1;200;100;1;20;15;0;45;3.30;1157.00;19;0.86
0.00;8.20;404;141;-2.00;0;0;1;200;100;1;20;15;0;45;5.90;882.00;18;0.87
0.00;8.20;404;141;-2.00;0;0;1;200;100;1;20;15;0;45;6.00;863.00;17;0.87
0.00;8.20;404;141;-2.00;0;0;1;200;100;1;20;15;0;45;6.50;830.00;9;0.93
0.00;8.20;404;141;-2.00;0;0;1;200;100;1;20;15;0;45;7.70;798.00;6;0.95
0.00;8.20;409;140;-2.00;0;0;1;200;100;1;20;15;0;45;7.80;796.00;11;0.92
0.00;8.20;409;140;-2.00;0;0;1;200;100;1;20;15;0;45;8.70;815.00;9;0.93
0.00;8.20;409;140;-2.00;0;0;1;200;100;1;20;15;0;45;10.00;984.00;3;0.97
0.00;8.20;409;140;-2.00;0;0;1;200;100;1;20;15;0;45;11.10;1191.00;4;0.97
0.00;8.20;409;140;-2.00;0;0;1;200;100;1;20;15;0;45;11.80;2450.00;5;0.96
2.00;8.50;416;160;0.00;0;0;1;200;100;1;20;15;0;45;7.60;754.00;10;0.93
2.00;8.50;416;160;0.00;0;0;1;200;100;1;20;15;0;45;7.70;776.00;6;0.96
2.00;8.50;416;160;0.00;0;0;1;200;100;1;20;15;0;45;7.70;784.00;5;0.96
2.00;8.50;416;160;0.00;0;0;1;200;100;1;20;15;0;45;7.60;781.00;4;0.97
17.00;8.60;393;154;0.00;0;0;1;200;100;1;20;30;0;45;7.20;772.00;30;0.80
17.00;8.60;393;154;0.00;0;0;1;200;100;1;20;30;0;45;7.00;775.00;40;0.74
17.00;8.60;393;154;0.00;0;0;1;200;100;1;20;30;0;45;6.80;790.00;38;0.75
17.00;8.60;393;154;0.00;0;0;1;200;100;1;20;30;0;45;6.70;793.00;33;0.78
17.00;8.60;393;154;0.00;0;0;1;200;100;1;20;30;0;45;6.60;821.00;27;0.82
17.00;8.50;397;143;0.00;0;0;1;200;100;1;20;15;0;45;7.80;761.00;7;0.95
17.00;8.50;397;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;762.00;4;0.97
17.00;8.50;397;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;761.00;4;0.97
17.00;8.50;397;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;762.00;4;0.97
17.00;8.50;397;143;0.00;0;0;1;200;100;1;20;15;0;45;7.60;755.00;5;0.96
0.00;8.50;410;148;;0;0;0;0;100;1;20;15;0;45;6.70;448.00;34;0.77
0.00;8.50;410;148;0.00;0;0;1;20;100;1;20;15;0;45;6.40;491.00;25;0.83
0.00;8.50;410;148;0.00;0;0;1;50;100;1;20;15;0;45;6.70;546.00;22;0.85
0.00;8.50;410;148;0.00;0;0;1;100;100;1;20;15;0;45;6.70;632.00;19;0.87
0.00;8.50;410;148;0.00;0;0;1;150;100;1;20;15;0;45;6.70;710.00;14;0.90
0.00;8.30;417;163;0.00;0;0;1;400;100;1;20;15;0;45;6.80;600.00;27;0.83
0.00;8.30;417;163;0.00;0;0;1;600;100;1;20;15;0;45;6.80;662.00;31;0.80
0.00;8.30;417;163;0.00;0;0;1;1000;100;1;20;15;0;45;6.70;799.00;39;0.76
0.00;8.30;417;163;0.00;0;0;1;1500;100;1;20;15;0;45;6.60;974.00;39;0.76
0.00;8.30;417;163;0.00;0;0;1;2000;100;1;20;15;0;45;6.60;1115.00;30;0.81
0.00;8.40;410;151;;0;0;0;0;100;1;20;15;0;45;7.80;414.00;6;0.96
0.00;8.40;410;151;0.00;0;0;1;20;100;1;20;15;0;45;7.80;450.00;9;0.94
0.00;8.40;410;151;0.00;0;0;1;50;100;1;20;15;0;45;7.70;505.00;10;0.93
0.00;8.40;410;151;0.00;0;0;1;100;100;1;20;15;0;45;7.70;594.00;6;0.96
0.00;8.40;410;151;0.00;0;0;1;150;100;1;20;15;0;45;7.60;680.00;6;0.96
15.00;8.40;417;145;0.00;0;0;1;200;100;1;20;15;0;45;7.60;489.00;13;0.91
15.00;8.40;417;145;0.00;0;0;1;300;100;1;20;15;0;45;7.50;528.00;11;0.92
15.00;8.40;417;145;0.00;0;0;1;500;100;1;20;15;0;45;7.60;598.00;12;0.91
15.00;8.40;417;145;0.00;0;0;1;750;100;1;20;15;0;45;7.50;687.00;9;0.93
15.00;8.40;417;145;0.00;0;0;1;1000;100;1;20;15;0;45;7.30;791.00;8;0.94
1.00;8.40;417;145;1.00;0;0;1;200;100;1;20;15;0;45;7.80;771.00;5;0.96
1.00;8.40;417;145;1.00;0;0;1;200;100;1;20;15;0;45;7.80;769.00;5;0.96
1.00;8.40;417;145;1.00;0;0;1;200;100;1;20;15;0;45;7.70;779.00;5;0.96
1.00;8.40;417;145;1.00;0;0;1;200;100;1;20;15;0;45;7.70;772.00;5;0.96
1.00;8.40;417;145;1.00;0;0;1;200;100;1;20;15;0;45;7.60;758.00;6;0.95
0.00;8.50;412;144;1.00;0;0;1;200;100;1;20;15;0;45;7.40;755.00;25;0.82
0.00;8.50;412;144;1.00;0;0;1;200;100;1;20;15;0;45;7.10;765.00;49;0.65
0.00;8.50;412;144;1.00;0;0;1;200;100;1;20;15;0;45;6.80;765.00;56;0.61
0.00;8.50;412;144;1.00;0;0;1;200;100;1;20;15;0;45;6.70;772.00;64;0.55
0.00;8.50;412;144;1.00;0;0;1;200;100;1;20;15;0;45;6.70;781.00;70;0.51
1.00;8.60;451;137;2.00;0;0;1;200;100;1;20;15;0;45;6.40;798.00;67;0.51
1.00;8.60;451;137;2.00;0;0;1;200;100;1;20;15;0;45;6.50;817.00;67;0.51
1.00;8.60;451;137;2.00;0;0;1;200;100;1;20;15;0;45;6.50;833.00;71;0.48
1.00;8.60;451;137;2.00;0;0;1;200;100;1;20;15;0;45;6.40;853.00;68;0.50
1.00;8.60;451;137;2.00;0;0;1;200;100;1;20;15;0;45;6.40;855.00;67;0.51
1.00;8.40;403;151;0.00;0;0;1;200;100;1;20;30;0;45;7.40;776.00;3;0.98
1.00;8.40;403;151;0.00;0;0;1;200;100;1;20;30;0;45;7.20;786.00;4;0.97
1.00;8.40;403;151;0.00;0;0;1;200;100;1;20;30;0;45;6.90;800.00;6;0.96
1.00;8.40;403;151;0.00;0;0;1;200;100;1;20;30;0;45;6.80;807.00;9;0.94
32.00;8.40;403;151;31.00;0;0;1;200;100;1;20;30;0;45;6.80;805.00;13;0.91
4.00;8.70;453;139;4.00;0;0;1;200;100;1;20;45;0;45;7.30;761.00;14;0.89
4.00;8.70;453;139;4.00;0;0;1;200;100;1;20;45;0;45;7.10;788.00;20;0.85
4.00;8.70;453;139;4.00;0;0;1;200;100;1;20;45;0;45;7.00;797.00;18;0.87
4.00;8.70;453;139;4.00;0;0;1;200;100;1;20;45;0;45;6.70;795.00;15;0.89
4.00;8.70;453;139;4.00;0;0;1;200;100;1;20;45;0;45;6.50;808.00;13;0.90
4.00;8.50;405;146;0.00;0;0;1;200;100;1;20;60;0;45;7.40;815.00;4;0.97
4.00;8.50;405;146;0.00;0;0;1;200;100;1;20;60;0;45;7.10;824.00;3;0.97
4.00;8.50;405;146;0.00;0;0;1;200;100;1;20;60;0;45;6.70;847.00;4;0.97
4.00;8.50;405;146;0.00;0;0;1;200;100;1;20;60;0;45;6.60;850.00;4;0.97
4.00;8.50;405;146;0.00;0;0;1;200;100;1;20;60;0;45;6.60;856.00;6;0.95
4.00;8.40;409;150;0.00;0;0;1;200;100;1;20;90;0;45;7.30;805.00;4;0.97
4.00;8.40;409;150;0.00;0;0;1;200;100;1;20;90;0;45;7.10;828.00;3;0.98
4.00;8.40;409;150;0.00;0;0;1;200;100;1;20;90;0;45;6.80;836.00;3;0.98
4.00;8.40;409;150;0.00;0;0;1;200;100;1;20;90;0;45;6.60;848.00;4;0.97
4.00;8.40;409;150;0.00;0;0;1;200;100;1;20;90;0;45;6.50;856.00;5;0.96
2.00;8.40;415;156;0.00;0;0;1;200;100;1;20;120;0;45;7.50;765.00;2;0.98
2.00;8.40;415;156;0.00;0;0;1;200;100;1;20;120;0;45;7.40;783.00;1;0.99
2.00;8.40;415;156;0.00;0;0;1;200;100;1;20;120;0;45;7.20;788.00;1;0.99
2.00;8.40;415;156;0.00;0;0;1;200;100;1;20;120;0;45;7.00;800.00;2;0.98
2.00;8.40;415;156;0.00;0;0;1;200;100;1;20;120;0;45;6.70;805.00;2;0.98
1.00;8.50;409;145;1.00;0;0;1;200;100;1;20;15;0;45;8.20;754.00;6;0.95
1.00;8.50;409;145;1.00;0;0;1;200;100;1;20;15;0;45;8.10;767.00;6;0.95
1.00;8.50;409;145;1.00;0;0;1;200;100;1;20;15;0;45;7.90;766.00;5;0.96
1.00;8.50;409;145;1.00;0;0;1;200;100;1;20;15;0;45;8.10;777.00;4;0.97
1.00;8.50;409;145;1.00;0;0;1;200;100;1;20;15;0;45;7.70;768.00;4;0.97
2.00;8.40;411;154;;0;0;0;0;100;1;20;15;0;45;7.50;414.00;8;0.94
2.00;8.40;411;154;0.00;0;0;1;20;100;1;20;15;0;45;7.50;450.00;9;0.94
2.00;8.40;411;154;0.00;0;0;1;50;100;1;20;15;0;45;7.50;502.00;9;0.94
2.00;8.40;411;154;0.00;0;0;1;100;100;1;20;15;0;45;7.50;591.00;6;0.96
2.00;8.40;411;154;0.00;0;0;1;150;100;1;20;15;0;45;7.50;682.00;4;0.97
3.00;8.50;416;137;0.00;0;0;1;200;100;1;20;15;0;45;7.40;494.00;13;0.90
3.00;8.50;416;137;0.00;0;0;1;300;100;1;20;15;0;45;7.40;527.00;13;0.90
3.00;8.50;416;137;0.00;0;0;1;500;100;1;20;15;0;45;7.40;599.00;14;0.89
3.00;8.50;416;137;0.00;0;0;1;750;100;1;20;15;0;45;7.30;695.00;20;0.85
3.00;8.50;416;137;0.00;0;0;1;1000;100;1;20;15;0;45;7.20;791.00;21;0.84
3.00;8.40;416;148;0.00;0;0;1;200;100;1;20;15;0;45;3.20;1400.00;24;0.83
3.00;8.40;416;148;0.00;0;0;1;200;100;1;20;15;0;45;5.30;948.00;48;0.67
3.00;8.40;416;148;0.00;0;0;1;200;100;1;20;15;0;45;5.60;866.00;51;0.65
3.00;8.40;416;148;0.00;0;0;1;200;100;1;20;15;0;45;6.00;845.00;47;0.68
3.00;8.40;416;148;0.00;0;0;1;200;100;1;20;15;0;45;6.90;799.00;14;0.90
5.00;8.60;407;143;0.00;0;0;1;200;100;1;20;15;0;45;7.90;743.00;4;0.97
5.00;8.60;407;143;0.00;0;0;1;200;100;1;20;15;0;45;8.70;803.00;5;0.96
5.00;8.60;407;143;0.00;0;0;1;200;100;1;20;15;0;45;9.80;860.00;3;0.97
5.00;8.60;407;143;0.00;0;0;1;200;100;1;20;15;0;45;10.80;1087.00;5;0.96
5.00;8.60;407;143;0.00;0;0;1;200;100;1;20;15;0;45;11.80;2930.00;14;0.90
0.00;8.70;402;136;0.00;0;0;1;200;100;1;20;15;0;45;7.90;484.00;17;0.87
0.00;8.70;402;136;0.00;0;0;1;300;100;1;20;15;0;45;7.80;521.00;24;0.82
0.00;8.70;402;136;0.00;0;0;1;500;100;1;20;15;0;45;7.60;598.00;29;0.78
0.00;8.70;402;136;0.00;0;0;1;750;100;1;20;15;0;45;7.40;689.00;30;0.77
0.00;8.70;402;136;0.00;0;0;1;1000;100;1;20;15;0;45;7.30;772.00;25;0.81
0.00;8.70;402;136;0.00;0;0;1;0;100;1;20;15;0;45;8.00;412.00;15;0.88
0.00;8.70;402;136;0.00;0;0;1;20;100;1;20;15;0;45;7.90;437.00;17;0.87
0.00;8.70;402;136;0.00;0;0;1;50;100;1;20;15;0;45;7.90;499.00;12;0.91
0.00;8.70;402;136;0.00;0;0;1;100;100;1;20;15;0;45;7.90;588.00;8;0.94
0.00;8.70;402;136;0.00;0;0;1;150;100;1;20;15;0;45;7.90;671.00;5;0.96
0.00;8.30;408;146;0.00;0;0;1;200;100;1;20;15;0;45;7.60;767.00;10;0.93
0.00;8.30;408;146;0.00;0;0;1;200;100;1;20;15;0;45;7.70;767.00;10;0.93
0.00;8.30;408;146;0.00;0;0;1;200;100;1;20;15;0;45;7.60;767.00;9;0.93
0.00;8.30;408;146;0.00;0;0;1;200;100;1;20;15;0;45;7.60;775.00;11;0.92
0.00;8.30;408;146;0.00;0;0;1;200;100;1;20;15;0;45;7.70;779.00;12;0.91
0.00;8.40;407;136;0.00;0;0;1;200;100;1;20;15;0;45;7.70;773.00;21;0.84
0.00;8.40;407;136;0.00;0;0;1;200;100;1;20;15;0;45;7.70;790.00;26;0.80
0.00;8.40;407;136;0.00;0;0;1;200;100;1;20;15;0;45;7.60;822.00;26;0.80
0.00;8.40;407;136;0.00;0;0;1;200;100;1;20;15;0;45;7.60;834.00;33;0.75
0.00;8.40;407;136;0.00;0;0;1;200;100;1;20;15;0;45;7.60;853.00;28;0.79
0.00;8.40;413;143;0.00;0;0;1;200;100;1;20;15;0;45;7.60;856.00;64;0.55
0.00;8.40;413;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;878.00;68;0.52
0.00;8.40;413;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;898.00;65;0.54
0.00;8.40;413;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;911.00;65;0.54
0.00;8.40;413;143;0.00;0;0;1;200;100;1;20;15;0;45;7.70;928.00;58;0.59
0.00;8.50;408;139;0.00;0;0;1;200;100;1;20;30;0;45;7.80;781.00;10;0.92
0.00;8.50;408;139;0.00;0;0;1;200;100;1;20;30;0;45;7.80;798.00;8;0.94
0.00;8.50;408;139;0.00;0;0;1;200;100;1;20;30;0;45;7.80;822.00;11;0.92
0.00;8.50;408;139;0.00;0;0;1;200;100;1;20;30;0;45;7.80;833.00;10;0.92
0.00;8.50;408;139;0.00;0;0;1;200;100;1;20;30;0;45;7.80;855.00;9;0.93
0.00;8.50;408;137;0.00;0;0;1;200;100;1;20;45;0;45;7.90;773.00;14;0.89
0.00;8.50;408;137;0.00;0;0;1;200;100;1;20;45;0;45;7.80;803.00;8;0.94
0.00;8.50;408;137;0.00;0;0;1;200;100;1;20;45;0;45;7.70;816.00;9;0.93
0.00;8.50;408;137;0.00;0;0;1;200;100;1;20;45;0;45;7.70;834.00;8;0.94
0.00;8.50;408;137;0.00;0;0;1;200;100;1;20;45;0;45;7.70;849.00;9;0.93
0.00;8.60;402;134;0.00;0;0;1;200;100;1;20;60;0;45;7.90;769.00;7;0.94
0.00;8.60;402;134;0.00;0;0;1;200;100;1;20;60;0;45;7.90;787.00;6;0.95
0.00;8.60;402;134;0.00;0;0;1;200;100;1;20;60;0;45;7.90;811.00;7;0.94
0.00;8.60;402;134;0.00;0;0;1;200;100;1;20;60;0;45;7.90;819.00;7;0.94
0.00;8.60;402;134;0.00;0;0;1;200;100;1;20;60;0;45;7.90;819.00;8;0.94
0.00;8.60;406;138;0.00;0;0;1;200;100;1;20;90;0;45;8.10;775.00;35;0.74
0.00;8.60;406;138;0.00;0;0;1;200;100;1;20;90;0;45;8.10;802.00;32;0.76
0.00;8.60;406;138;0.00;0;0;1;200;100;1;20;90;0;45;8.00;819.00;27;0.80
0.00;8.60;406;138;0.00;0;0;1;200;100;1;20;90;0;45;8.00;829.00;25;0.81
0.00;8.60;406;138;0.00;0;0;1;200;100;1;20;90;0;45;8.00;841.00;20;0.85
0.00;8.60;404;137;0.00;0;0;1;0;100;1;20;15;0;45;8.50;412.00;46;0.66
0.00;8.60;404;137;0.00;0;0;1;20;100;1;20;15;0;45;8.50;450.00;42;0.69
0.00;8.60;404;137;0.00;0;0;1;50;100;1;20;15;0;45;8.40;503.00;40;0.70
0.00;8.60;404;137;0.00;0;0;1;100;100;1;20;15;0;45;8.30;591.00;24;0.82
0.00;8.60;404;137;0.00;0;0;1;150;100;1;20;15;0;45;8.10;680.00;19;0.86
0.00;8.60;412;160;0.00;0;0;1;200;100;1;20;15;0;45;8.20;765.00;14;0.91
0.00;8.60;412;160;0.00;0;0;1;200;100;1;20;15;0;45;8.10;776.00;10;0.93
0.00;8.60;412;160;0.00;0;0;1;200;100;1;20;15;0;45;8.10;781.00;10;0.93
0.00;8.60;412;160;0.00;0;0;1;200;100;1;20;15;0;45;8.10;773.00;12;0.92
0.00;8.60;412;160;0.00;0;0;1;200;100;1;20;15;0;45;8.10;782.00;11;0.93
0.00;8.60;404;137;0.00;0;0;1;200;100;1;20;15;0;45;8.20;486.00;44;0.67
0.00;8.60;404;137;0.00;0;0;1;300;100;1;20;15;0;45;8.00;520.00;39;0.71
0.00;8.60;404;137;0.00;0;0;1;500;100;1;20;15;0;45;7.80;597.00;38;0.72
0.00;8.60;404;137;0.00;0;0;1;750;100;1;20;15;0;45;7.60;694.00;28;0.79
0.00;8.60;404;137;0.00;0;0;1;1000;100;1;20;15;0;45;7.50;777.00;25;0.81
6.00;8.60;375;137;0.00;0;0;1;200;100;1;20;15;0;45;3.20;1329.00;39;0.71
6.00;8.60;375;137;0.00;0;0;1;200;100;1;20;15;0;45;5.70;917.00;41;0.70
6.00;8.60;375;137;0.00;0;0;1;200;100;1;20;15;0;45;5.90;875.00;47;0.65
6.00;8.60;375;137;0.00;0;0;1;200;100;1;20;15;0;45;6.30;806.00;34;0.75
6.00;8.60;375;137;0.00;0;0;1;200;100;1;20;15;0;45;7.10;777.00;4;0.97
6.00;8.70;408;134;0.00;0;0;1;200;100;1;20;15;0;45;3.00;1523.00;33;0.75
6.00;8.70;408;134;0.00;0;0;1;200;100;1;20;15;0;45;5.40;1033.00;52;0.61
6.00;8.70;408;134;0.00;0;0;1;200;100;1;20;15;0;45;5.70;900.00;50;0.62
6.00;8.70;408;134;0.00;0;0;1;200;100;1;20;15;0;45;6.20;828.00;18;0.86
6.00;8.70;408;134;0.00;0;0;1;200;100;1;20;15;0;45;7.00;810.00;14;0.89
7.00;8.80;407;146;0.00;0;0;1;200;100;1;20;15;0;45;8.20;808.00;24;0.83
7.00;8.80;407;146;0.00;0;0;1;200;100;1;20;15;0;45;8.70;819.00;14;0.90
7.00;8.80;407;146;0.00;0;0;1;200;100;1;20;15;0;45;9.70;852.00;9;0.93
7.00;8.80;407;146;0.00;0;0;1;200;100;1;20;15;0;45;10.90;1041.00;2;0.98
7.00;8.80;407;146;0.00;0;0;1;200;100;1;20;15;0;45;11.90;2330.00;3;0.97
0.00;8.70;412;130;0.00;0;0;1;200;100;1;20;120;0;45;8.20;774.00;14;0.89
0.00;8.70;412;130;0.00;0;0;1;200;100;1;20;120;0;45;8.20;803.00;14;0.89
0.00;8.70;412;130;0.00;0;0;1;200;100;1;20;120;0;45;8.20;822.00;12;0.90
0.00;8.70;412;130;0.00;0;0;1;200;100;1;20;120;0;45;8.20;828.00;12;0.90
0.00;8.70;412;130;0.00;0;0;1;200;100;1;20;120;0;45;8.20;837.00;9;0.93
1.00;8.40;416;142;0.00;0;0;1;200;100;1;20;15;0;45;7.70;816.00;23;0.83
1.00;8.40;416;142;0.00;0;0;1;200;100;1;20;15;0;45;8.70;827.00;8;0.94
1.00;8.40;416;142;0.00;0;0;1;200;100;1;20;15;0;45;9.70;876.00;4;0.97
1.00;8.40;416;142;0.00;0;0;1;200;100;1;20;15;0;45;10.90;1241.00;3;0.97
1.00;8.40;416;142;0.00;0;0;1;200;100;1;20;15;0;45;11.90;4890.00;4;0.97
5.00;8.60;409;134;0.00;0;0;1;200;100;1;20;15;0;45;8.10;770.00;5;0.96
5.00;8.60;409;134;0.00;0;0;1;200;100;1;20;15;0;45;8.00;781.00;4;0.97
5.00;8.60;409;134;0.00;0;0;1;200;100;1;20;15;0;45;7.90;785.00;4;0.97
5.00;8.60;409;134;0.00;0;0;1;200;100;1;20;15;0;45;7.90;781.00;4;0.97
5.00;8.60;409;134;0.00;0;0;1;200;100;1;20;15;0;45;7.90;789.00;4;0.97
0.00;8.50;404;138;0.00;0;0;1;200;100;1;20;15;0;45;7.60;774.00;9;0.93
0.00;8.50;404;138;0.00;0;0;1;200;100;1;20;15;0;45;7.50;792.00;9;0.93
0.00;8.50;404;138;0.00;0;0;1;200;100;1;20;15;0;45;7.40;806.00;12;0.91
0.00;8.50;404;138;0.00;0;0;1;200;100;1;20;15;0;45;7.40;818.00;13;0.90
0.00;8.50;404;138;0.00;0;0;1;200;100;1;20;15;0;45;7.40;837.00;14;0.89
2.00;8.60;408;144;0.00;0;0;1;200;100;1;20;15;0;45;7.50;838.00;26;0.81
2.00;8.60;408;144;0.00;0;0;1;200;100;1;20;15;0;45;7.50;865.00;28;0.80
2.00;8.60;408;144;0.00;0;0;1;200;100;1;20;15;0;45;7.50;887.00;34;0.76
